ts,gpu_w,gpu_busy_pct,gpu_vram_mib,gpu_temp_c,cpu_pkg_w,cpu_util_pct,mem_used_mib
1789628721.236,199.54,96.0,3508.0,72.0,14.58,29.5,7713
1789628722.264,200.04,96.0,3508.0,72.0,14.43,29.3,7726
1789628723.293,199.4,96.0,3508.0,72.0,13.85,29.7,7721
1789628724.322,199.6,97.0,3508.0,73.0,14.58,29.6,7721
1789628725.350,199.4,97.0,3508.0,72.0,14.38,29.5,7727
1789628726.377,199.52,97.0,3508.0,72.0,14.73,29.3,7721
1789628727.402,199.47,96.0,3508.0,73.0,14.51,29.6,7723
1789628728.429,199.58,96.0,3508.0,72.0,14.32,29.5,7736
1789628729.457,199.53,97.0,3508.0,73.0,14.29,29.4,7727
1789628730.487,199.56,95.0,3508.0,73.0,14.53,29.7,7724
1789628731.515,199.45,96.0,3508.0,73.0,14.38,29.9,7730
1789628732.543,199.39,97.0,3508.0,73.0,14.45,29.7,7739
1789628733.572,199.29,95.0,3508.0,73.0,14.65,29.5,7719
1789628734.598,199.3,95.0,3508.0,72.0,14.23,29.4,7722
1789628735.627,199.42,96.0,3508.0,72.0,14.58,30.0,7709
1789628736.653,199.55,95.0,3508.0,73.0,14.52,29.7,7720
1789628737.680,199.57,95.0,3508.0,73.0,14.43,29.5,7710
1789628738.707,199.58,96.0,3508.0,72.0,14.43,29.5,7707
1789628739.734,199.34,96.0,3508.0,72.0,14.58,29.7,7711
1789628740.761,199.52,96.0,3508.0,73.0,14.54,29.8,7726
1789628741.787,199.36,96.0,3508.0,72.0,14.42,29.6,7713
1789628742.813,199.39,96.0,3508.0,73.0,14.38,29.5,7713
1789628743.840,199.57,96.0,3508.0,73.0,14.45,29.2,7707
1789628744.866,199.57,95.0,3508.0,73.0,14.48,29.5,7700
1789628745.892,199.25,95.0,3508.0,72.0,14.63,29.7,7716
1789628746.918,199.45,95.0,3508.0,73.0,14.32,29.3,7717
1789628747.945,199.82,95.0,3508.0,73.0,14.64,29.4,7710
1789628748.971,199.9,96.0,3508.0,72.0,14.5,29.5,7708
1789628750.000,199.48,96.0,3508.0,72.0,14.59,29.5,7724
1789628751.026,199.55,94.0,3508.0,73.0,14.77,29.6,7719
1789628752.054,199.6,96.0,3508.0,73.0,14.75,29.8,7711
1789628753.083,199.64,96.0,3508.0,73.0,14.65,29.6,7726
1789628754.111,199.46,96.0,3508.0,72.0,14.71,29.7,7742
1789628755.137,199.26,96.0,3508.0,72.0,14.6,29.9,7745
1789628756.162,199.59,97.0,3508.0,73.0,14.62,29.5,7728
1789628757.191,199.64,95.0,3508.0,73.0,14.68,29.6,7726
1789628758.220,199.21,95.0,3508.0,72.0,14.69,29.8,7742
1789628759.246,199.3,96.0,3508.0,72.0,13.96,29.8,7745
1789628760.275,199.58,94.0,3508.0,72.0,14.65,29.7,7732
1789628761.302,199.3,96.0,3508.0,72.0,14.37,29.6,7738
1789628762.331,199.52,96.0,3508.0,72.0,14.65,29.5,7745
1789628763.356,199.55,94.0,3508.0,72.0,14.75,29.7,7738
1789628764.383,199.24,96.0,3508.0,72.0,14.74,29.4,7745
1789628765.409,199.65,96.0,3508.0,72.0,14.76,29.7,7746
1789628766.435,199.53,91.0,3508.0,72.0,14.32,29.7,7739
1789628767.460,199.38,95.0,3508.0,73.0,14.55,29.7,7734
1789628768.485,199.65,96.0,3508.0,73.0,14.54,29.7,7731
1789628769.515,199.51,97.0,3508.0,72.0,14.76,29.8,7727
1789628770.544,199.6,97.0,3508.0,72.0,14.82,30.0,7732
1789628771.572,199.65,97.0,3508.0,72.0,14.75,29.8,7734
1789628772.597,199.41,96.0,3508.0,72.0,14.47,29.7,7736
1789628773.623,199.19,96.0,3508.0,72.0,14.25,29.5,7730
1789628774.649,199.29,96.0,3508.0,72.0,14.79,29.6,7729
1789628775.675,199.37,95.0,3508.0,72.0,14.84,29.6,7713
1789628776.704,199.51,97.0,3508.0,72.0,14.86,29.5,7722
1789628777.730,199.49,95.0,3508.0,72.0,14.82,29.5,7737
1789628778.757,199.26,96.0,3508.0,72.0,14.89,29.6,7720
1789628779.786,199.58,96.0,3508.0,72.0,14.96,29.6,7733
1789628780.814,199.57,95.0,3508.0,72.0,15.01,29.6,7713
1789628781.843,199.22,96.0,3508.0,72.0,14.91,29.9,7711
